,names,stars,price_details,memory,camara_info,display,battery,processor
862,"realme 8 (Cyber Silver, 128 GB)",4.4,"₹17,999
₹18,9995% off",8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,64MP + 8MP + 2MP + 2MP | 16MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,5000 mAh Battery,MediaTek Helio G95 Processor
881,"OPPO A57 (Glowing Green, 64 GB)",4.4,"₹13,999
₹16,99017% off",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,13MP + 2MP | 8MP Front Camera,16.66 cm (6.56 inch) HD+ Display,5000 mAh Lithium-ion Polymer Battery,Mediatek Helio G35 Processor
917,"MOTOROLA G51 5G (Indigo Blue, 64 GB)",4.4,"₹12,999
₹17,99927% off",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,50MP + 8MP + 2MP | 13MP Front Camera,17.27 cm (6.8 inch) Full HD+ Display,5000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 480 Pro Processor
924,"realme 9 Pro+ 5G (Midnight Black, 256 GB)",4.4,"₹28,999
₹31,9999% off",8 GB RAM | 256 GB ROM,50MP + 8MP + 2MP | 16MP Front Camera,16.26 cm (6.4 inch) Full HD+ AMOLED Display,4500 mAh Li-ion Battery,Mediatek Dimensity 920 Processor
932,"realme Narzo 30 (Racing Blue, 64 GB)",4.4,"₹13,499
₹14,99910% off",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,48MP + 2MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,5000 mAh Battery,MediaTek Helio G95 Processor
936,"SAMSUNG Galaxy Z Flip3 5G (Phantom Black, 128 GB)",4.4,"₹69,999
₹95,99927% off",8 GB RAM | 128 GB ROM,12MP + 12MP | 10MP Front Camera,17.02 cm (6.7 inch) Full HD+ Display,3300 mAh Lithium-ion Battery,Qualcomm Snapdragon 888 Octa-Core Processor
973,"Micromax Bharat 2 Plus (Champagne, 8 GB)",4.4,"₹3,599",1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,5MP Rear Camera | 2MP Front Camera,10.16 cm (4 inch) WVGA Display,1600 mAh Li-ion Battery,SC9832 Processor
983,"OPPO A12 (Flowing Silver, 64 GB)",4.4,"₹10,990
₹11,9908% off",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,13MP + 2MP | 5MP Front Camera,15.8 cm (6.22 inch) HD+ Display,4230 mAh Battery,MediaTek Helio P35 Processor
991,Cellecor A5,4.4,"₹1,348",32 MB RAM | 32 MB ROM,1MP Rear Camera,4.57 cm (1.8 inch) Display,1000 mAh Battery,1 year warranty for device and 6months warranty for accessories
992,Cellecor A5,4.4,"₹1,348",32 MB RAM | 32 MB ROM,1MP Rear Camera,4.57 cm (1.8 inch) Display,1000 mAh Battery,1 year warranty for device and 6months warranty for accessories
1029,"realme C25s (Watery Grey, 128 GB)",4.4,"₹11,999",4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,13MP + 2MP + 2MP | 8MP Front Camera,16.51 cm (6.5 inch) HD+ Display,6000 mAh Battery,MediaTek Helio G85 Processor
1048,"vivo V23 5G (Stardust Black, 128 GB)",4.4,"₹31,000
₹34,99011% off",8 GB RAM | 128 GB ROM,64MP + 8MP + 2MP | 50MP + 8MP Dual Front Camera,16.36 cm (6.44 inch) Full HD+ Display,4200 mAh Lithium Battery,Mediatek Dimensity 920 Processor
1076,"realme 9 Pro+ 5G (Sunrise Blue, 256 GB)",4.4,"₹28,999
₹31,9999% off",8 GB RAM | 256 GB ROM,50MP + 8MP + 2MP | 16MP Front Camera,16.26 cm (6.4 inch) Full HD+ AMOLED Display,4500 mAh Li-ion Battery,Mediatek Dimensity 920 Processor
1078,"realme 9 Pro+ 5G (Sunrise Blue, 128 GB)",4.4,"₹26,999
₹29,99910% off",8 GB RAM | 128 GB ROM,50MP + 8MP + 2MP | 16MP Front Camera,16.26 cm (6.4 inch) Full HD+ AMOLED Display,4500 mAh Li-ion Battery,Mediatek Dimensity 920 Processor
1079,"realme 9 Pro+ 5G (Aurora Green, 128 GB)",4.4,"₹26,999
₹29,99910% off",8 GB RAM | 128 GB ROM,50MP + 8MP + 2MP | 16MP Front Camera,16.26 cm (6.4 inch) Full HD+ AMOLED Display,4500 mAh Li-ion Battery,Mediatek Dimensity 920 Processor
1081,"realme 9 Pro+ 5G (Aurora Green, 256 GB)",4.4,"₹28,999
₹31,9999% off",8 GB RAM | 256 GB ROM,50MP + 8MP + 2MP | 16MP Front Camera,16.26 cm (6.4 inch) Full HD+ AMOLED Display,4500 mAh Li-ion Battery,Mediatek Dimensity 920 Processor
1082,"REDMI Note 10S (Deep Sea Blue, 128 GB)",4.4,"₹16,499
₹18,99913% off",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,64MP + 8MP + 2MP + 2MP | 13MP Front Camera,16.33 cm (6.43 inch) Full HD+ Super AMOLED Display,5000 mAh Lithium-Ploymer Battery,Mediatek Helio G95 Processor
1120,"IQOO Neo 6 5G (Cyber Rage, 128 GB)",4.4,"₹29,999",8 GB RAM | 128 GB ROM,64MP Rear Camera,16.81 cm (6.62 inch) Display,4700 mAh Battery,1 Year
1128,Micromax S114,4.4,"₹1,126
₹1,1824% off",32 MB RAM | 64 MB ROM,0.08MP Rear Camera,4.5 cm (1.77 inch) Display,1000 mAh Battery,1 Year Manufacturer Warranty
