,names,stars,price_details,memory,camara_info,display,battery,processor
801,"SAMSUNG Galaxy A03 (Black, 32 GB)",4.1,"₹8,250
₹12,77735% off",3 GB RAM | 32 GB ROM,48MP + 2MP | 5MP Front Camera,16.51 cm (6.5 inch) HD+ Display,5000 mAh Lithium Ion Battery,Unisoc UMS9230 Processor
814,itel it2163S,4.1,"₹989
₹9991% off",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,1200 mAh Lithium Ion Battery,4.57 cm (1.8 inch) Quarter QVGA Display,7 Days Battery Backup with 1200mAh with Super Battery Mode,9 Indian Input Language Support
815,LAVA A3 Power,4.1,"₹1,497
₹1,5271% off",32 MB RAM | 24 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,4.5 cm (1.77 inch) Quarter QVGA Display,2575 mAh Li-ion Battery,1 Year Manufacturer Replacement Guarantee for Phone and 6 Months Replacement for Accessories In the Box
828,I Kall k22 Plus,4.1,"₹869
₹8892% off",64 MB RAM | 32 MB ROM,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,1000 mAh Battery,1 Year manufacturing warranty for mobile and 6 months for accessories
831,Kechaoda K9,4.1,"₹1,350",32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,1700 mAh Battery,1 Year Manufacturer Warranty
842,itel it2163S,4.1,"₹989
₹9991% off",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,1200 mAh Lithium Ion Battery,4.57 cm (1.8 inch) Quarter QVGA Display,7 Days Battery Backup with 1200mAh with Super Battery Mode,9 Indian Input Language Support
847,MTR Ferrari,4.1,"₹1,300
₹1,3906% off",64 MB RAM | 64 MB ROM,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,800 mAh Battery,12 Months
848,MTR Ferrari,4.1,"₹1,300
₹1,3402% off",64 MB RAM | 64 MB ROM,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,800 mAh Battery,12 Months
853,"Tecno Pova 3 (Tech Silver, 128 GB)",4.1,"₹13,898
₹15,99913% off",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,50MP + 2MP + 2MP | 8MP Front Camera,17.53 cm (6.9 inch) Full HD+ Display,7000 mAh Battery,MediaTek Helio G88 Processor
855,"LAVA Z2 (Flame Red, 32 GB)",4.1,"₹7,999
₹8,99911% off",3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,13MP + 2MP | 8MP Front Camera,16.55 cm (6.517 inch) HD+ Display,5000 mAh Li-Polymer Battery,MediaTek Helio G35 Processor
856,"SAMSUNG Galaxy A13 (Peach, 128 GB)",4.1,"₹16,499
₹20,99021% off",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,50MP + 5MP + 2MP + 2MP | 8MP Front Camera,16.76 cm (6.6 inch) Full HD+ Display,5000 mAh Lithium Ion Battery,Exynos Octa Core Processor
870,itel it2163S,4.1,"₹989
₹9991% off",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,1200 mAh Lithium Ion Battery,4.57 cm (1.8 inch) Quarter QVGA Display,7 Days Battery Backup with 1200mAh with Super Battery Mode,9 Indian Input Language Support
879,"MOTOROLA G30 (Dark Pearl, 64 GB)",4.1,"₹10,999
₹14,99926% off",4 GB RAM | 64 GB ROM,64MP + 8MP + 2MP + 2MP | 13MP Front Camera,16.54 cm (6.51 inch) HD+ Display,5000 mAh Battery,Snapdragon 662 Processor
885,Kechaoda K66 The Music House 4,4.1,"₹1,399",32 MB RAM | 64 MB ROM | Expandable Upto 32 GB,1.3MP Rear Camera,4.57 cm (1.8 inch) Display,400 mAh Battery,1 Year Brand Service Center Warranty
887,"APPLE iPhone 13 ((PRODUCT)RED, 128 GB)",4.1,"₹62,999
₹69,9009% off",128 GB ROM,12MP + 12MP | 12MP Front Camera,15.49 cm (6.1 inch) Super Retina XDR Display,A15 Bionic Chip Processor,Brand Warranty for 1 Year
897,Kechaoda A26,4.1,"₹1,085
₹1,39922% off",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,800 mAh Battery,1.68 cm (0.66 inch) Display,1 Year Company Warranty,
898,itel it2163S,4.1,"₹989
₹9991% off",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,1200 mAh Lithium Ion Battery,4.57 cm (1.8 inch) Quarter QVGA Display,7 Days Battery Backup with 1200mAh with Super Battery Mode,9 Indian Input Language Support
912,"OnePlus 10R (Forest Green, 128 GB)",4.1,"₹35,999
₹38,9997% off",8 GB RAM | 128 GB ROM,50MP Rear Camera,17.02 cm (6.7 inch) Display,5000 mAh Battery,1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories
916,"realme C25_Y (Glacier Blue, 64 GB)",4.1,"₹10,999
₹12,99915% off",4 GB RAM | 64 GB ROM,50MP + 2MP + 2MP | 8MP Front Camera,16.51 cm (6.5 inch) HD+ Display,5000 mAh LiPo Battery,Unisoc T618 Processor
926,itel it2163S,4.1,"₹989
₹9991% off",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,1200 mAh Lithium Ion Battery,4.57 cm (1.8 inch) Quarter QVGA Display,7 Days Battery Backup with 1200mAh with Super Battery Mode,9 Indian Input Language Support
944,Kechaoda K55 Pro,4.1,"₹1,399
₹1,99930% off",32 MB RAM | 64 MB ROM,1.3MP Rear Camera,4.57 cm (1.8 inch) Quarter QVGA Display,400 mAh Battery,1 Year Brand Service Center Warranty
953,itel Muzik 400,4.1,"₹1,789
₹1,8995% off",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,3000 mAh Lithium-ion Battery,SC6531E Processor
954,itel it2163S,4.1,"₹989
₹9991% off",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,1200 mAh Lithium Ion Battery,4.57 cm (1.8 inch) Quarter QVGA Display,7 Days Battery Backup with 1200mAh with Super Battery Mode,9 Indian Input Language Support
955,LAVA 34 Super,4.1,"₹1,649
₹1,99917% off",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,1.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,2500 mAh Battery,SC6531E Processor
970,MTR STAR,4.1,₹749,32 MB RAM | 32 MB ROM,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,1100 mAh Battery,1 year(domestic)
980,LAVA A5,4.1,"₹1,410
₹1,59011% off",32 MB RAM | 24 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,1000 mAh Li-ion Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
982,itel it2163S,4.1,"₹989
₹9991% off",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,1200 mAh Lithium Ion Battery,4.57 cm (1.8 inch) Quarter QVGA Display,7 Days Battery Backup with 1200mAh with Super Battery Mode,9 Indian Input Language Support
987,Kechaoda K115,4.1,"₹1,149
₹1,59928% off",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,3.66 cm (1.44 inch) QVGA Display,850 mAh Battery,6 Months
988,Kechaoda K9,4.1,"₹1,350
₹1,3993% off",32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,1700 mAh Battery,1 Year Manufacturer Warranty
989,Kechaoda K9,4.1,"₹1,350
₹1,4999% off",32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,1700 mAh Battery,1 Year Manufacturer Warranty
1010,itel it2163S,4.1,"₹989
₹9991% off",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,1200 mAh Lithium Ion Battery,4.57 cm (1.8 inch) Quarter QVGA Display,7 Days Battery Backup with 1200mAh with Super Battery Mode,9 Indian Input Language Support
1026,Nokia 105DS PLUS,4.1,"₹1,548
₹1,89918% off",32 MB RAM | 32 MB ROM,0MP Front Camera,4.5 cm (1.77 inch) QVGA Display,800 mAh Battery,SC6531E Processor
1027,"REDMI A1+ (Light Green, 32 GB)",4.1,"₹7,499
₹9,99925% off",2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,8MP Rear Camera | 5MP Front Camera,16.56 cm (6.52 inch) HD+ Display,5000 mAh Lithium Polymer Battery,Mediatek Helio A22 Processor
1038,itel it2163S,4.1,"₹989
₹9991% off",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,1200 mAh Lithium Ion Battery,4.57 cm (1.8 inch) Quarter QVGA Display,7 Days Battery Backup with 1200mAh with Super Battery Mode,9 Indian Input Language Support
1041,Kechaoda A26,4.1,"₹1,110
₹1,59930% off",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,800 mAh Battery,1.68 cm (0.66 inch) Display,1 Year Company Warranty,
1049,"realme narzo 50 5G (Hyper Black, 64 GB)",4.1,"₹14,923
₹17,99017% off",4 MB RAM | 64 GB ROM,48MP Rear Camera,16.76 cm (6.6 inch) Display,5000 mAh Battery,12Months Brand Warranty
1057,"SAMSUNG Galaxy A13 (Peach, 64 GB)",4.1,"₹14,499
₹18,49021% off",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,50MP + 5MP + 2MP + 2MP | 8MP Front Camera,16.76 cm (6.6 inch) Full HD+ Display,5000 mAh Lithium Ion Battery,Exynos Octa Core Processor
1066,itel it2163S,4.1,"₹989
₹9991% off",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,1200 mAh Lithium Ion Battery,4.57 cm (1.8 inch) Quarter QVGA Display,7 Days Battery Backup with 1200mAh with Super Battery Mode,9 Indian Input Language Support
1083,MU M370,4.1,"₹1,249",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,3.66 cm (1.44 inch) Display,700 mAh Battery,1 year Warranty
1085,Cellecor R50,4.1,"₹1,459",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0.8MP Rear Camera,6.1 cm (2.4 inch) Display,2750 mAh Battery,1 Year Manufacturer Warranty
1094,itel it2163S,4.1,"₹989
₹9991% off",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,1200 mAh Lithium Ion Battery,4.57 cm (1.8 inch) Quarter QVGA Display,7 Days Battery Backup with 1200mAh with Super Battery Mode,9 Indian Input Language Support
1109,"SAMSUNG Galaxy F42 5G (Matte Aqua, 128 GB)",4.1,"₹22,999
₹25,99911% off",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,64MP + 5MP + 2MP | 8MP Front Camera,16.76 cm (6.6 inch) Full HD+ Display,5000 mAh Lithium-ion Battery,MediaTek Dimensity 700 Processor
1111,LAVA Hero Punch,4.1,"₹949
₹1,24924% off",24 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0MP Front Camera,4.57 cm (1.8 inch) Quarter QVGA Display,620 mAh Li-ion Battery,1 Year Manufacturer Replacement Guarantee for Phone and 6 Months Replacement for Accessories in the Box
1122,itel it2163S,4.1,"₹989
₹9991% off",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,1200 mAh Lithium Ion Battery,4.57 cm (1.8 inch) Quarter QVGA Display,7 Days Battery Backup with 1200mAh with Super Battery Mode,9 Indian Input Language Support
1131,Kechaoda A27,4.1,"₹1,085
₹1,39922% off",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,800 mAh Battery,1.68 cm (0.66 inch) Display,1 Year Warranty,
1132,Kechaoda K115,4.1,"₹1,145
₹1,59928% off",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,3.66 cm (1.44 inch) Display,850 mAh Battery,6 Months
1140,"Tecno Pop 6 Pro (Peaceful Blue, 32 MB)",4.1,"₹6,949
₹7,99913% off",2 GB RAM | 32 MB ROM,8MP Rear Camera,16.66 cm (6.56 inch) HD+ Display,5000 mAh Battery,Unisoc SC9863A Processor
